origin_lat,origin_lng,dest_lat,dest_lng,hour,day_of_week,is_weekend,is_peak_hour,traffic_model,distance_km,free_flow_time,traffic_time,multiplier,timestamp
13.09,80.25,12.901,80.2279,0,0,1,0,best_guess,25.098,3581,2507,0.700,manual_fix
13.09,80.25,11.0097,76.9448,0,0,1,0,best_guess,509.035,32351,31065,0.960,manual_fix
13.09,80.25,11.076,77.0003,0,0,1,0,best_guess,506.516,32393,31114,0.961,manual_fix
12.901,80.2279,12.9941,80.1709,0,0,1,0,best_guess,21.243,2564,1984,0.774,manual_fix
12.901,80.2279,13.0418,80.2341,0,0,1,0,best_guess,19.901,2855,2115,0.741,manual_fix
12.901,80.2279,11.0667,76.95,0,0,1,0,best_guess,501.495,31588,31298,0.991,manual_fix
12.901,80.2279,13.0827,80.2707,0,0,1,0,best_guess,24.963,3509,2590,0.738,manual_fix
12.901,80.2279,11.0175,76.9681,0,0,1,0,best_guess,494.321,30679,30511,0.995,manual_fix
12.901,80.2279,11.0265,77.1264,0,0,1,0,best_guess,482.112,29733,29694,0.999,manual_fix
12.901,80.2279,13.09,80.25,0,0,1,0,best_guess,25.775,3719,2661,0.716,manual_fix
12.901,80.2279,11.0097,76.9448,0,0,1,0,best_guess,495.809,30872,30656,0.993,manual_fix
12.901,80.2279,11.076,77.0003,0,0,1,0,best_guess,493.290,30913,30713,0.994,manual_fix
11.0097,76.9448,12.9941,80.1709,0,0,1,0,best_guess,490.746,30731,29447,0.958,manual_fix
11.0097,76.9448,13.0418,80.2341,0,0,1,0,best_guess,500.931,32142,30649,0.954,manual_fix
11.0097,76.9448,11.0667,76.95,0,0,1,0,best_guess,8.118,1188,894,0.753,manual_fix
11.0097,76.9448,13.0827,80.2707,0,0,1,0,best_guess,510.981,32508,30965,0.953,manual_fix
11.0097,76.9448,11.0265,77.1264,0,0,1,0,best_guess,22.336,2637,1943,0.737,manual_fix
11.0097,76.9448,13.09,80.25,0,0,1,0,best_guess,509.747,32352,30888,0.955,manual_fix
11.0097,76.9448,12.901,80.2279,0,0,1,0,best_guess,495.643,31172,30136,0.967,manual_fix
11.076,77.0003,12.9941,80.1709,0,0,1,0,best_guess,488.772,30574,29399,0.962,manual_fix
11.076,77.0003,13.0418,80.2341,0,0,1,0,best_guess,498.957,31986,30600,0.957,manual_fix
11.076,77.0003,11.0667,76.95,0,0,1,0,best_guess,7.095,987,754,0.764,manual_fix
11.076,77.0003,13.0827,80.2707,0,0,1,0,best_guess,509.007,32352,30918,0.956,manual_fix
11.076,77.0003,11.0265,77.1264,0,0,1,0,best_guess,25.932,3094,2495,0.806,manual_fix
11.076,77.0003,13.09,80.25,0,0,1,0,best_guess,507.773,32195,30843,0.958,manual_fix
11.076,77.0003,12.901,80.2279,0,0,1,0,best_guess,493.670,31016,30087,0.970,manual_fix
11.0188,76.9038,10.9329,76.9248,0,0,1,0,best_guess,16.091,2287,2013,0.880,manual_fix
11.0188,76.9038,12.9941,80.1709,0,0,1,0,best_guess,495.305,31304,29871,0.954,manual_fix
11.0188,76.9038,13.02,80.22,0,0,1,0,best_guess,501.936,32083,30541,0.952,manual_fix
11.0188,76.9038,13.085,80.2101,0,0,1,0,best_guess,509.642,32142,30616,0.953,manual_fix
11.0188,76.9038,13.0418,80.2341,0,0,1,0,best_guess,505.489,32715,31086,0.950,manual_fix
11.0188,76.9038,11.3,76.95,0,0,1,0,best_guess,40.826,4160,3607,0.867,manual_fix
11.0188,76.9038,13.1147,80.1548,0,0,1,0,best_guess,511.686,32267,30798,0.954,manual_fix
11.0188,76.9038,10.9664,76.968,0,0,1,0,best_guess,12.952,1921,1461,0.761,manual_fix
11.0188,76.9038,13.0827,80.2707,0,0,1,0,best_guess,515.539,33081,31386,0.949,manual_fix
10.9329,76.9248,11.0188,76.9038,0,0,1,0,best_guess,16.982,2419,2070,0.856,manual_fix
10.9329,76.9248,12.9941,80.1709,0,0,1,0,best_guess,499.567,31618,30160,0.954,manual_fix
10.9329,76.9248,13.02,80.22,0,0,1,0,best_guess,506.198,32396,30827,0.952,manual_fix
10.9329,76.9248,13.085,80.2101,0,0,1,0,best_guess,513.905,32455,30910,0.952,manual_fix
10.9329,76.9248,13.0418,80.2341,0,0,1,0,best_guess,509.752,33029,31376,0.950,manual_fix
10.9329,76.9248,11.3,76.95,0,0,1,0,best_guess,49.711,5448,4475,0.821,manual_fix
10.9329,76.9248,13.1147,80.1548,0,0,1,0,best_guess,515.949,32581,31091,0.954,manual_fix
10.9329,76.9248,13.0827,80.2707,0,0,1,0,best_guess,519.802,33395,31673,0.948,manual_fix
12.9941,80.1709,11.0188,76.9038,0,0,1,0,best_guess,496.207,31464,30744,0.977,manual_fix
12.9941,80.1709,10.9329,76.9248,0,0,1,0,best_guess,499.752,31838,31041,0.975,manual_fix
12.9941,80.1709,13.02,80.22,0,0,1,0,best_guess,7.463,1069,828,0.775,manual_fix
12.9941,80.1709,13.085,80.2101,0,0,1,0,best_guess,15.293,2223,1663,0.748,manual_fix
12.9941,80.1709,11.3,76.95,0,0,1,0,best_guess,486.910,31318,30719,0.981,manual_fix
12.9941,80.1709,13.1147,80.1548,0,0,1,0,best_guess,23.047,3333,2506,0.752,manual_fix
12.9941,80.1709,10.9664,76.968,0,0,1,0,best_guess,493.035,30876,30179,0.977,manual_fix
13.02,80.22,11.0188,76.9038,0,0,1,0,best_guess,502.078,32177,31105,0.967,manual_fix
13.02,80.22,10.9329,76.9248,0,0,1,0,best_guess,505.623,32551,31395,0.964,manual_fix
13.02,80.22,12.9941,80.1709,0,0,1,0,best_guess,7.676,1187,952,0.802,manual_fix
13.02,80.22,13.085,80.2101,0,0,1,0,best_guess,10.645,1729,1316,0.761,manual_fix
13.02,80.22,13.0418,80.2341,0,0,1,0,best_guess,4.157,897,619,0.690,manual_fix
13.02,80.22,11.3,76.95,0,0,1,0,best_guess,492.780,32031,31062,0.970,manual_fix
13.02,80.22,13.1147,80.1548,0,0,1,0,best_guess,18.399,2839,2158,0.760,manual_fix
13.02,80.22,10.9664,76.968,0,0,1,0,best_guess,498.906,31589,30532,0.967,manual_fix
13.02,80.22,13.0827,80.2707,0,0,1,0,best_guess,11.382,2044,1417,0.693,manual_fix
13.085,80.2101,11.0188,76.9038,0,0,1,0,best_guess,509.679,32185,31362,0.974,manual_fix
13.085,80.2101,10.9329,76.9248,0,0,1,0,best_guess,513.224,32559,31655,0.972,manual_fix
13.085,80.2101,12.9941,80.1709,0,0,1,0,best_guess,15.378,2387,1699,0.712,manual_fix
13.085,80.2101,13.02,80.22,0,0,1,0,best_guess,9.919,1668,1136,0.681,manual_fix
13.085,80.2101,13.0418,80.2341,0,0,1,0,best_guess,7.446,1376,886,0.644,manual_fix
13.085,80.2101,11.3,76.95,0,0,1,0,best_guess,500.382,32039,31330,0.978,manual_fix
13.085,80.2101,13.1147,80.1548,0,0,1,0,best_guess,10.330,1691,1275,0.754,manual_fix
13.085,80.2101,10.9664,76.968,0,0,1,0,best_guess,506.507,31597,30789,0.974,manual_fix
13.085,80.2101,13.0827,80.2707,0,0,1,0,best_guess,7.830,1453,867,0.597,manual_fix
13.0418,80.2341,11.0188,76.9038,0,0,1,0,best_guess,506.712,32946,31487,0.956,manual_fix
13.0418,80.2341,10.9329,76.9248,0,0,1,0,best_guess,510.257,33320,31776,0.954,manual_fix
13.0418,80.2341,13.02,80.22,0,0,1,0,best_guess,4.997,1092,721,0.660,manual_fix
13.0418,80.2341,13.085,80.2101,0,0,1,0,best_guess,9.117,1502,1089,0.725,manual_fix
13.0418,80.2341,11.3,76.95,0,0,1,0,best_guess,497.415,32800,31455,0.959,manual_fix
13.0418,80.2341,13.1147,80.1548,0,0,1,0,best_guess,18.098,2835,2035,0.718,manual_fix
13.0418,80.2341,10.9664,76.968,0,0,1,0,best_guess,503.540,32358,30908,0.955,manual_fix
11.3,76.95,11.0188,76.9038,0,0,1,0,best_guess,39.710,4370,3616,0.827,manual_fix
11.3,76.95,10.9329,76.9248,0,0,1,0,best_guess,48.865,5661,4484,0.792,manual_fix
11.3,76.95,12.9941,80.1709,0,0,1,0,best_guess,486.348,30923,29818,0.964,manual_fix
11.3,76.95,13.02,80.22,0,0,1,0,best_guess,492.979,31701,30490,0.962,manual_fix
11.3,76.95,13.085,80.2101,0,0,1,0,best_guess,500.686,31760,30566,0.962,manual_fix
11.3,76.95,13.0418,80.2341,0,0,1,0,best_guess,496.532,32334,31033,0.960,manual_fix
11.3,76.95,13.1147,80.1548,0,0,1,0,best_guess,502.729,31886,30749,0.964,manual_fix
11.3,76.95,10.9664,76.968,0,0,1,0,best_guess,42.012,4749,3715,0.782,manual_fix
11.3,76.95,13.0827,80.2707,0,0,1,0,best_guess,506.582,32700,31338,0.958,manual_fix
13.1147,80.1548,11.0188,76.9038,0,0,1,0,best_guess,511.702,32328,31543,0.976,manual_fix
13.1147,80.1548,10.9329,76.9248,0,0,1,0,best_guess,515.247,32702,31830,0.973,manual_fix
13.1147,80.1548,12.9941,80.1709,0,0,1,0,best_guess,24.005,3717,2545,0.685,manual_fix
13.1147,80.1548,13.02,80.22,0,0,1,0,best_guess,18.546,2998,2001,0.667,manual_fix
13.1147,80.1548,13.085,80.2101,0,0,1,0,best_guess,10.757,1842,1283,0.697,manual_fix
13.1147,80.1548,13.0418,80.2341,0,0,1,0,best_guess,18.078,2859,1954,0.683,manual_fix
13.1147,80.1548,11.3,76.95,0,0,1,0,best_guess,502.405,32182,31507,0.979,manual_fix
13.1147,80.1548,10.9664,76.968,0,0,1,0,best_guess,508.530,31740,30961,0.975,manual_fix
13.1147,80.1548,13.0827,80.2707,0,0,1,0,best_guess,18.985,3049,1958,0.642,manual_fix
10.9664,76.968,11.0188,76.9038,0,0,1,0,best_guess,11.845,1743,1284,0.737,manual_fix
10.9664,76.968,12.9941,80.1709,0,0,1,0,best_guess,492.782,30683,29519,0.962,manual_fix
10.9664,76.968,13.02,80.22,0,0,1,0,best_guess,499.413,31462,30188,0.960,manual_fix
10.9664,76.968,13.085,80.2101,0,0,1,0,best_guess,507.120,31521,30272,0.960,manual_fix
10.9664,76.968,13.0418,80.2341,0,0,1,0,best_guess,502.967,32094,30732,0.958,manual_fix
10.9664,76.968,11.3,76.95,0,0,1,0,best_guess,42.926,4514,3701,0.820,manual_fix
10.9664,76.968,13.1147,80.1548,0,0,1,0,best_guess,509.163,31647,30471,0.963,manual_fix
10.9664,76.968,13.0827,80.2707,0,0,1,0,best_guess,513.016,32461,31040,0.956,manual_fix
13.0827,80.2707,11.0188,76.9038,0,0,1,0,best_guess,515.761,33285,31820,0.956,manual_fix
13.0827,80.2707,10.9329,76.9248,0,0,1,0,best_guess,519.306,33658,32123,0.954,manual_fix
13.0827,80.2707,13.02,80.22,0,0,1,0,best_guess,12.262,2106,1461,0.694,manual_fix
13.0827,80.2707,13.085,80.2101,0,0,1,0,best_guess,10.047,1727,1185,0.686,manual_fix
13.0827,80.2707,11.3,76.95,0,0,1,0,best_guess,506.464,33138,31795,0.959,manual_fix
13.0827,80.2707,13.1147,80.1548,0,0,1,0,best_guess,19.025,3048,2112,0.693,manual_fix
13.0827,80.2707,10.9664,76.968,0,0,1,0,best_guess,512.589,32696,31242,0.956,manual_fix
11.1167,77.1833,11.0097,76.9448,0,0,1,0,best_guess,32.302,2932,2513,0.857,manual_fix
11.1167,77.1833,12.96,80.24,0,0,1,0,best_guess,467.261,28692,28053,0.978,manual_fix
11.1167,77.1833,10.9664,76.968,0,0,1,0,best_guess,34.129,3142,2677,0.852,manual_fix
11.1167,77.1833,13.05,80.26,0,0,1,0,best_guess,474.692,29803,28970,0.972,manual_fix
11.1167,77.1833,13.0333,80.2667,0,0,1,0,best_guess,474.004,29578,28817,0.974,manual_fix
11.1167,77.1833,10.9329,76.9248,0,0,1,0,best_guess,40.982,4053,3438,0.848,manual_fix
11.1167,77.1833,11.0001,77.0268,0,0,1,0,best_guess,25.446,2375,2146,0.904,manual_fix
11.1167,77.1833,11.0333,76.9333,0,0,1,0,best_guess,35.787,3412,2880,0.844,manual_fix
11.1167,77.1833,13.08,80.26,0,0,1,0,best_guess,478.747,29378,28714,0.977,manual_fix
11.0097,76.9448,11.1167,77.1833,0,0,1,0,best_guess,31.387,2867,2549,0.889,manual_fix
11.0097,76.9448,12.96,80.24,0,0,1,0,best_guess,498.185,31616,30215,0.956,manual_fix
